"user" "hotel"
"17205" 4539 43
"17033" 4487 2
"15380" 4030 11
"8865" 2341 24
"8958" 2367 48
"4786" 1259 2
"6596" 1720 59
"3216" 846 47
"13060" 3412 57
"1540" 388 8
"16042" 4204 37
"16524" 4352 43
"5693" 1505 60
"11167" 2909 52
"714" 185 24
"139" 42 40
"16420" 4324 56
"3622" 960 59
"12632" 3288 47
"7573" 1984 60
"7982" 2099 17
"5637" 1491 49
"2277" 595 16
"368" 90 3
"13808" 3634 60
"232" 61 2
"5457" 1444 34
"213" 57 65
"12504" 3256 39
"2025" 529 26
"8753" 2312 51
"5523" 1458 35
"11924" 3110 17
"9636" 2526 50
"16459" 4335 47
"4227" 1121 37
"14885" 3898 53
"4916" 1300 17
"15697" 4115 60
"2557" 671 11
"16142" 4233 55
"15984" 4187 6
"16572" 4370 12
"10454" 2727 21
"11495" 2993 10
"13189" 3454 64
"1740" 447 38
"12064" 3141 29
"2270" 594 60
"12142" 3159 6
"196" 53 56
"2158" 565 39
"12061" 3141 55
"6182" 1624 15
"3722" 984 63
"15503" 4063 39
"14067" 3680 7
"562" 142 13
"6816" 1777 16
"2085" 545 35
"16479" 4341 38
"2265" 593 55
"4237" 1121 15
"3123" 824 60
"4022" 1064 39
"5184" 1373 45
"9001" 2376 37
"371" 91 56
"5686" 1503 66
"9345" 2456 37
"12021" 3134 24
"822" 210 32
"4775" 1259 30
"10838" 2823 18
"13577" 3570 60
"967" 253 56
"878" 227 53
"7485" 1955 60
"3030" 796 20
"10456" 2727 53
"9875" 2589 64
"16900" 4461 45
"12238" 3183 55
"15243" 3997 61
"16700" 4405 9
"5812" 1532 24
"6957" 1811 36
"13232" 3470 44
"16866" 4454 6
"13321" 3500 26
"10897" 2835 17
"385" 95 46
"3128" 826 47
"10365" 2708 20
"12750" 3323 37
"5958" 1574 55
"13" 4 63
"4702" 1243 17
"14685" 3840 4
"10117" 2655 61
"5268" 1397 53
"192" 53 60
"13140" 3437 24
"6835" 1781 17
"546" 142 47
"7395" 1930 45
"4863" 1284 37
"16083" 4217 42
"2659" 698 17
"15461" 4052 15
"7128" 1856 44
"1552" 392 22
"2143" 561 38
"15275" 4006 38
"4046" 1070 3
"4851" 1279 46
"2457" 640 37
"3112" 820 59
"16455" 4335 39
"3848" 1019 39
"9445" 2478 28
"4695" 1240 59
"6379" 1665 39
"6797" 1770 32
"4552" 1206 18
"9132" 2407 46
"14955" 3913 45
"15806" 4140 25
"10170" 2656 25
"2067" 539 51
"1767" 455 45
"12489" 3250 23
"10434" 2721 12
"10348" 2701 13
"5822" 1534 2
"8831" 2330 37
"12252" 3187 39
"6512" 1698 34
"14935" 3909 43
"2281" 595 56
"13087" 3422 39
"15998" 4190 17
"5720" 1514 35
"15442" 4046 57
"1230" 308 39
"15248" 3999 44
"2994" 784 23
"4131" 1093 43
"17193" 4537 30
"13182" 3452 8
"5344" 1416 59
"12240" 3184 26
"11775" 3069 61
"16311" 4288 18
"16321" 4291 53
"12377" 3218 64
"12133" 3156 2
"13561" 3564 18
"14437" 3777 37
"767" 201 16
"5185" 1373 13
"2668" 701 56
"3308" 871 37
"4495" 1191 48
"2582" 676 39
"10776" 2808 3
"7050" 1836 8
"7557" 1978 41
"933" 246 59
"9750" 2556 26
"16358" 4302 34
"1922" 500 14
"10642" 2780 60
"4060" 1075 43
"15184" 3980 63
"5158" 1367 17
"6364" 1663 49
"6886" 1794 60
"7126" 1855 19
"10651" 2782 23
"13295" 3490 53
"13386" 3521 12
"14704" 3847 63
"5844" 1541 13
"1403" 353 62
"2082" 543 47
"6681" 1743 10
"15925" 4175 35
"599" 154 10
"8605" 2268 15
"12535" 3266 46
"15354" 4026 15
"16156" 4238 56
"8430" 2218 56
"14517" 3797 23
"5960" 1575 63
"5566" 1470 2
"9185" 2417 15
"4696" 1240 33
"13868" 3648 59
"13405" 3523 37
"13347" 3509 17
"4713" 1247 2
"9211" 2423 46
"4086" 1082 12
"15142" 3967 41
"12268" 3191 17
"2129" 555 49
"8019" 2109 35
"7402" 1933 43
"9419" 2470 26
"1379" 348 42
"5740" 1522 7
"173" 48 55
"11332" 2950 38
"11707" 3049 45
"5334" 1415 14
"16754" 4423 49
"11135" 2900 37
"11265" 2931 37
"10950" 2852 13
"14580" 3811 34
"16453" 4334 34
"8835" 2332 56
"14563" 3808 66
"197" 54 65
"3840" 1018 37
"11638" 3033 26
"13932" 3664 39
"15414" 4040 6
"6640" 1731 45
"5053" 1337 26
"2262" 592 29
"15598" 4087 16
"10637" 2779 56
"9424" 2472 35
"9384" 2465 14
"10335" 2700 10
"15565" 4082 46
"11616" 3025 12
"3287" 864 26
"14133" 3692 56
"10378" 2711 62
"2119" 553 17
"3853" 1021 56
"16486" 4344 35
"16403" 4318 14
"11921" 3109 66
"5500" 1452 66
"4126" 1092 24
"3698" 977 48
"12194" 3172 12
"16780" 4430 46
"10040" 2636 7
"12357" 3209 3
"7961" 2094 63
"14626" 3820 18
"4370" 1157 54
"14822" 3880 38
"2032" 530 63
"5724" 1515 12
"3993" 1054 53
"12480" 3248 53
"12012" 3131 39
"8602" 2268 4
"15225" 3991 42
"9242" 2428 39
"15358" 4027 17
"13842" 3640 15
"897" 233 14
"15306" 4014 55
"1514" 382 45
"6200" 1630 55
"9656" 2532 12
"14994" 3925 7
"15495" 4060 7
"14902" 3901 28
"16074" 4216 66
"11477" 2988 59
"14182" 3707 14
"14371" 3760 45
"113" 34 60
"11893" 3100 37
"14996" 3925 66
"7215" 1883 55
"10966" 2857 17
"9953" 2611 39
"3757" 996 59
"8436" 2220 56
"468" 121 16
"13834" 3638 39
"10262" 2682 45
"12957" 3385 39
"4469" 1187 15
"11452" 2984 16
"11032" 2871 35
"7674" 2009 10
"6547" 1705 60
"11478" 2988 3
"3407" 895 37
"14844" 3886 31
"2569" 673 57
"7220" 1884 63
"8272" 2175 46
"1960" 510 25
"3506" 925 52
"6495" 1697 60
"15073" 3945 52
"1185" 303 58
"3527" 932 23
"9499" 2490 49
"11532" 3004 21
"3067" 808 45
"14918" 3904 35
"10116" 2654 18
"8180" 2158 46
"1859" 481 26
"6615" 1726 13
"15520" 4069 52
"14953" 3913 63
"7783" 2044 33
"17199" 4537 23
"10166" 2656 66
"2030" 530 37
"16958" 4473 39
"8828" 2329 41
"5763" 1524 24
"4228" 1121 26
"6175" 1623 60
"9422" 2471 36
"10144" 2656 18
"6904" 1798 54
"2203" 579 56
"8108" 2136 55
"3920" 1037 51
"12444" 3236 50
"16530" 4355 39
"400" 100 66
"2833" 747 39
"8542" 2252 40
"694" 178 4
"13343" 3508 6
"15686" 4112 16
"15955" 4180 17
"6773" 1761 42
"11476" 2988 4
"16329" 4293 33
"6235" 1638 5
"14556" 3806 45
"5717" 1513 4
"12360" 3210 43
"2923" 773 60
"14086" 3684 37
"8824" 2328 43
"16079" 4217 39
"495" 128 3
"11276" 2933 29
"10882" 2831 55
"11424" 2974 13
"16283" 4279 4
"11241" 2923 17
"3118" 822 49
"648" 167 6
"4685" 1236 53
"13148" 3440 60
"383" 94 19
"15323" 4018 63
"2928" 773 64
"15699" 4116 28
"5149" 1366 39
"2541" 666 42
"12227" 3181 17
"14734" 3852 11
"15121" 3960 56
"892" 232 48
"12491" 3250 11
"11834" 3081 49
"16763" 4425 14
"12180" 3168 59
"6341" 1659 39
"9901" 2596 26
"16611" 4386 39
"3088" 812 6
"13703" 3600 39
"13737" 3609 13
"12508" 3256 38
"2048" 534 14
"16556" 4365 62
"5046" 1335 17
"1857" 481 49
"429" 109 66
"8851" 2337 59
"12097" 3148 52
"12622" 3286 39
"8937" 2361 24
"3018" 792 28
"1035" 273 1
"9240" 2428 63
"16909" 4464 37
"7588" 1989 36
"8550" 2255 41
"2187" 576 4
"4623" 1221 66
"3692" 977 42
"5345" 1416 17
"3866" 1026 19
"12896" 3369 13
"268" 71 59
"12708" 3309 18
"12086" 3148 24
"17152" 4523 16
"17128" 4516 59
"15691" 4113 60
"10191" 2659 4
"3289" 864 50
"10412" 2717 60
"5045" 1335 18
"9230" 2427 44
"10213" 2665 8
"11004" 2866 41
"4763" 1258 17
"11600" 3020 60
"17083" 4503 2
"11915" 3107 56
"4954" 1313 58
"11199" 2917 2
"5920" 1562 5
"8095" 2132 6
"16689" 4402 56
"3526" 931 6
"17168" 4528 39
"8357" 2200 7
"12190" 3171 17
"7532" 1969 63
"2558" 671 24
"7063" 1837 53
"9474" 2484 4
"9056" 2387 58
"9508" 2491 14
"7507" 1961 10
"16267" 4274 49
"8353" 2198 29
"6241" 1640 59
"8362" 2200 49
"7091" 1844 59
"7148" 1862 46
"2859" 755 51
"13592" 3575 17
"11826" 3080 2
"683" 175 64
"9557" 2504 9
"10083" 2650 39
"16040" 4204 63
"12536" 3266 28
"2364" 616 6
"10875" 2829 43
"4459" 1184 8
"8500" 2239 33
"17165" 4527 61
"2976" 782 66
"10866" 2828 35
"7506" 1961 8
"5284" 1402 45
"5306" 1407 45
"5258" 1395 14
"13955" 3670 60
"16189" 4248 41
"13902" 3656 4
"7707" 2016 35
"8677" 2290 60
"11113" 2894 56
"7079" 1839 4
"2492" 651 16
"12500" 3254 52
"11720" 3052 60
"1894" 492 42
"5936" 1567 44
"12824" 3347 11
"5382" 1427 56
"779" 204 60
"15268" 4004 19
"6215" 1633 33
"16627" 4390 39
"5529" 1460 38
"15483" 4056 60
"12758" 3325 4
"11885" 3096 15
"8062" 2123 61
"7904" 2081 39
"1128" 299 21
"8922" 2357 37
"4030" 1067 56
"4555" 1206 3
"1003" 264 4
"3356" 885 7
"14074" 3682 1
"3119" 823 49
"12297" 3196 5
"6474" 1692 13
"3851" 1020 20
"14524" 3799 55
"9986" 2623 59
"1695" 434 14
"13128" 3434 8
"17096" 4508 3
"3619" 959 51
"946" 250 11
"16422" 4325 37
"662" 171 17
"16982" 4479 44
"5560" 1468 62
"4593" 1213 23
"11817" 3080 9
"16310" 4287 1
"2997" 785 37
"3027" 795 12
"224" 59 39
"4157" 1101 41
"1117" 296 59
"15359" 4027 39
"1621" 409 42
"5762" 1524 55
"16626" 4390 6
"2396" 623 14
"11337" 2951 55
"11183" 2913 3
"13510" 3550 5
"2101" 550 18
"7826" 2059 36
"15447" 4047 62
"12216" 3178 47
"15914" 4171 6
"7572" 1984 34
"5991" 1583 37
"7169" 1868 64
"2848" 751 32
"592" 153 17
"4264" 1129 46
"11427" 2975 39
"10828" 2821 55
"14213" 3716 26
"13424" 3527 6
"1005" 265 40
"10130" 2656 51
"6514" 1698 2
"7108" 1850 56
"16835" 4446 11
"3744" 992 60
"13992" 3676 2
"10400" 2714 17
"11592" 3018 29
"8460" 2230 56
"1562" 394 2
"6757" 1757 4
"11480" 2989 66
"8823" 2328 37
"1519" 382 27
"3919" 1037 47
"590" 152 56
"1174" 303 56
"1831" 474 18
"7172" 1869 10
"14356" 3756 33
"12553" 3270 64
"6783" 1764 14
"3560" 939 57
"7981" 2099 2
"8733" 2306 3
"1158" 303 9
"2160" 566 39
"5091" 1349 20
"2724" 717 60
"6179" 1624 18
"10036" 2635 47
"7892" 2076 59
"2018" 528 16
"12290" 3195 37
"12272" 3192 61
"16613" 4386 26
"15844" 4151 53
"17016" 4484 59
"4509" 1192 56
"15131" 3963 55
"15738" 4126 17
"422" 108 55
"15940" 4176 4
"16730" 4415 46
"3576" 943 5
"14023" 3678 31
"8171" 2155 15
"16294" 4281 59
"5761" 1524 45
"16279" 4278 60
"15112" 3956 22
"6686" 1743 36
"11727" 3054 37
"6063" 1604 4
"3059" 806 37
"11090" 2889 56
"3209" 844 5
"16418" 4323 15
"12424" 3229 56
"11487" 2991 6
"5984" 1581 45
"12718" 3312 41
"8145" 2145 37
"11354" 2955 49
"6173" 1623 3
"15991" 4187 50
"16391" 4313 56
"14228" 3720 31
"13734" 3609 18
"13575" 3569 37
"2788" 735 33
"5440" 1440 56
"17110" 4512 42
"7408" 1935 6
"9043" 2386 17
"13531" 3556 17
"7405" 1934 56
"2953" 779 8
"14849" 3887 41
"12383" 3219 15
"16805" 4437 6
"2350" 610 45
"3611" 956 43
"13353" 3511 56
"12270" 3192 2
"7769" 2039 56
"4935" 1307 52
"3035" 798 56
"10382" 2711 53
"7121" 1854 50
"10009" 2627 10
"14993" 3925 60
"8352" 2198 44
"3636" 962 40
"9412" 2469 53
"11128" 2898 39
"2463" 642 2
"4020" 1064 15
"6526" 1700 37
"2951" 779 18
"5165" 1368 60
"9426" 2472 5
"16338" 4296 35
"3259" 857 64
"10102" 2652 64
"9100" 2397 24
"16450" 4334 41
"3963" 1045 3
"1070" 282 40
"13618" 3580 27
"5339" 1415 12
"16024" 4198 40
"6549" 1706 65
"5659" 1497 52
"16547" 4361 57
"10042" 2637 32
"16541" 4360 59
"2086" 545 40
"14162" 3701 10
"1811" 469 12
"7793" 2047 37
"3488" 921 17
"15384" 4030 34
"2504" 653 17
"12261" 3189 62
"4519" 1195 39
"1722" 443 56
"15189" 3980 34
"14972" 3917 10
"8794" 2318 17
"16887" 4458 46
"11549" 3008 61
"1362" 343 56
"12725" 3315 63
"5937" 1568 52
"7249" 1890 63
"15764" 4134 37
"17058" 4498 66
"12109" 3150 45
"757" 197 52
"1782" 460 64
"15155" 3972 50
"3832" 1016 56
"7367" 1921 48
"8404" 2212 59
"952" 251 56
"12509" 3256 17
"5125" 1359 40
"13306" 3494 56
"12310" 3199 41
"15740" 4126 15
"16109" 4225 47
"5488" 1449 17
"10200" 2661 30
"15401" 4036 39
"5678" 1500 11
"87" 26 56
"14440" 3778 60
"11729" 3054 17
"14251" 3727 17
"2861" 756 21
"10461" 2729 47
"8265" 2174 35
"16198" 4251 2
"4767" 1258 37
"13668" 3592 15
"11895" 3101 60
"15588" 4085 47
"4105" 1086 12
"12967" 3390 60
"10529" 2749 39
"1725" 443 17
"14596" 3811 3
"3483" 919 56
"4239" 1121 18
"1481" 373 37
"1661" 423 34
"7133" 1858 15
"17104" 4510 25
"7093" 1845 2
"1912" 496 56
"14303" 3742 2
"10813" 2817 63
"1355" 342 60
"2807" 739 41
"7903" 2081 59
"16115" 4227 45
"9874" 2588 15
"6181" 1624 45
"11142" 2902 20
"14818" 3878 37
"2037" 530 54
"13895" 3654 31
"16629" 4391 41
"10413" 2717 18
"602" 155 49
"237" 63 38
"16934" 4468 61
"4512" 1194 38
"8520" 2245 17
"16178" 4245 33
"12351" 3209 40
"4163" 1103 66
"10041" 2637 56
"3363" 886 60
"8205" 2162 3
"6373" 1664 39
"12731" 3316 56
"3521" 929 37
"3588" 947 53
"8759" 2312 24
"15316" 4016 47
"234" 62 56
"2020" 528 39
"4592" 1213 52
"12347" 3209 53
"10129" 2656 48
"14934" 3908 39
"16880" 4456 40
"15371" 4030 39
"7422" 1940 15
"3401" 894 64
"5188" 1373 41
"10687" 2793 13
"11861" 3089 37
"14695" 3844 26
"8996" 2374 28
"12954" 3385 4
"10078" 2649 26
"3496" 923 6
"15885" 4162 18
"11884" 3096 12
"7067" 1837 59
"5754" 1524 60
"3440" 906 8
"13446" 3533 26
"9823" 2574 24
"6563" 1709 7
"2984" 783 60
"2800" 739 40
"8270" 2175 60
"9816" 2572 53
"16495" 4346 4
"14038" 3678 57
"14276" 3734 7
"7733" 2026 62
"4446" 1181 56
"3378" 889 64
"4502" 1191 32
"15859" 4153 6
"17061" 4499 37
"1315" 330 23
"6166" 1620 42
"6012" 1589 38
"4709" 1245 61
"14658" 3830 39
"2674" 702 51
"9160" 2414 28
"11170" 2909 40
"2415" 628 13
"12289" 3195 64
"15676" 4110 11
"5998" 1586 53
"3341" 879 56
"15030" 3934 53
"10704" 2796 60
"15559" 4080 13
"7283" 1900 17
"17032" 4487 39
"6538" 1703 10
"7203" 1880 41
"6553" 1707 30
"5025" 1331 13
"3706" 981 18
"8433" 2220 41
"2014" 527 63
"12816" 3345 51
"11072" 2883 18
"10629" 2777 16
"3198" 840 6
"5933" 1566 63
"3813" 1007 53
"439" 113 63
"6967" 1813 6
"6217" 1633 63
"229" 60 41
"10474" 2734 60
"8536" 2250 26
"4211" 1116 47
"14973" 3917 6
"11100" 2892 51
"1663" 423 17
"9603" 2516 49
"13875" 3649 11
"8114" 2136 1
"13796" 3631 39
"2676" 703 37
"5573" 1472 61
"11105" 2893 1
"11765" 3065 10
"1095" 289 6
"4359" 1154 63
"8278" 2175 17
"4489" 1190 60
"15417" 4041 33
"1839" 476 13
"2255" 591 21
"2038" 530 42
"9444" 2478 4
"6398" 1667 32
"12736" 3318 9
"8084" 2128 51
"8633" 2275 28
"5615" 1483 45
"8880" 2344 57
"17142" 4520 43
"6106" 1615 49
"16756" 4423 55
"12566" 3273 39
"13916" 3661 50
"407" 103 13
"4409" 1168 11
"4924" 1303 20
"13095" 3424 65
"10328" 2698 52
"2775" 731 60
"10795" 2811 46
"10422" 2718 66
"8300" 2181 19
"13880" 3651 3
"6814" 1776 37
"4052" 1072 38
"15607" 4090 35
"3190" 839 39
"15706" 4118 3
"9658" 2533 12
"1846" 477 2
"15692" 4113 59
"13554" 3562 13
"11047" 2877 35
"15551" 4077 15
"12608" 3285 30
"2645" 693 13
"1543" 389 17
"7042" 1834 41
"9516" 2494 27
"12148" 3160 17
"2565" 673 60
"12672" 3298 19
"10589" 2770 13
"7535" 1970 26
"8245" 2170 65
"3010" 789 16
"10149" 2656 7
"2231" 587 66
"14417" 3771 65
"9744" 2554 66
"13014" 3400 7
"8336" 2192 41
"56" 17 11
"15904" 4169 6
"13594" 3576 55
"410" 105 17
"7147" 1862 55
"10903" 2835 13
"4666" 1230 50
"14790" 3869 23
"15258" 4003 8
"6626" 1729 5
"2802" 739 23
"12285" 3194 5
"9374" 2465 55
"13986" 3674 37
"4628" 1222 63
"2872" 759 18
"11901" 3102 16
"3742" 991 12
"11277" 2933 11
"11760" 3064 2
"10459" 2728 60
"1916" 497 66
"4650" 1226 19
"9243" 2428 51
"16826" 4443 61
"9735" 2550 65
"11796" 3079 63
"2814" 741 15
"15412" 4039 12
"13253" 3475 17
"16977" 4478 22
"8255" 2171 56
"11590" 3017 26
"7060" 1836 59
"8212" 2162 58
"16885" 4457 7
"2638" 691 39
"9838" 2576 2
"570" 146 60
"4813" 1265 66
"6969" 1814 33
"8378" 2203 4
"6807" 1773 56
"9761" 2557 39
"13962" 3671 17
"11280" 2934 56
"16734" 4416 28
"8035" 2113 6
"2385" 620 15
"13519" 3553 66
"4113" 1088 8
"1797" 463 43
"2441" 636 56
"8073" 2126 39
"5493" 1450 28
"14248" 3725 60
"11350" 2954 56
"5550" 1464 17
"13355" 3512 14
"16679" 4400 45
"1108" 294 56
"11602" 3021 24
"10702" 2795 16
"6240" 1640 6
"1099" 291 52
"7090" 1844 9
"10190" 2658 40
"3129" 826 28
"2283" 595 49
"3149" 834 62
"12639" 3290 10
"16586" 4375 10
"14838" 3885 23
"2337" 607 10
"3829" 1014 13
"9406" 2468 66
"11376" 2961 66
"1599" 406 37
"7394" 1930 30
"12920" 3376 66
"8953" 2365 17
"7872" 2070 18
"2224" 586 23
"6780" 1763 39
"2840" 750 39
"9839" 2576 46
"2098" 549 27
"11364" 2959 60
"3996" 1055 33
"8001" 2104 12
"11311" 2942 2
"8507" 2242 28
"13939" 3666 39
"9662" 2534 29
"5383" 1427 28
"1594" 405 39
"15656" 4104 60
"10284" 2687 27
"806" 209 26
"9497" 2489 62
"10281" 2686 52
"5718" 1513 12
"366" 90 57
"10500" 2740 18
"11455" 2984 59
"11202" 2917 29
"3151" 834 37
"15031" 3934 22
"11270" 2933 27
"11226" 2922 1
"11529" 3003 54
"17005" 4483 32
"14134" 3692 16
"16552" 4363 60
"6302" 1652 49
"2459" 641 11
"7062" 1837 27
"11223" 2922 59
"5432" 1439 4
"273" 72 57
"15039" 3936 17
"8330" 2190 66
"16543" 4360 39
"2815" 741 4
"11366" 2959 63
"12157" 3162 35
"6648" 1734 16
"519" 131 3
"7087" 1843 42
"10239" 2673 52
"4405" 1167 65
"1226" 307 55
"10921" 2841 2
"10655" 2783 16
"7396" 1930 55
"12979" 3393 7
"15078" 3945 15
"2696" 708 56
"1171" 303 55
"11233" 2922 46
"10845" 2825 17
"8086" 2129 1
"13120" 3432 39
"10603" 2774 15
"16334" 4295 59
"16206" 4254 56
"107" 32 55
"7146" 1862 3
"9467" 2482 45
"15167" 3977 7
"8983" 2371 50
"15285" 4007 52
"16852" 4452 29
"5112" 1354 26
"777" 203 46
"5324" 1412 23
"7509" 1962 53
"13980" 3672 62
"2979" 782 45
"3339" 878 38
"13546" 3561 52
"157" 44 10
"14171" 3704 10
"10507" 2742 39
"5853" 1543 52
"2727" 717 46
"11583" 3015 60
"8807" 2321 56
"4630" 1223 41
"14194" 3712 5
"7055" 1836 1
"12834" 3350 46
"12935" 3380 31
"8596" 2266 39
"13075" 3417 57
"9963" 2614 1
"8621" 2272 64
"10819" 2819 63
"9462" 2482 55
"7096" 1846 37
"6172" 1622 17
"7643" 1999 17
"14751" 3857 38
"10844" 2825 56
"343" 85 38
"9366" 2462 41
"2466" 642 9
"12302" 3198 37
"16315" 4290 6
"11239" 2923 56
"4276" 1132 4
"13292" 3489 12
"13117" 3431 56
"9105" 2399 8
"5925" 1564 6
"13839" 3639 43
"11267" 2932 10
"3577" 944 8
"9668" 2535 26
"11742" 3059 51
"9447" 2478 17
"522" 132 22
"3807" 1007 7
"6937" 1804 9
"4511" 1193 56
"11246" 2924 38
"7814" 2054 7
"890" 231 56
"10409" 2717 49
"13316" 3497 13
"3609" 955 26
"10953" 2852 12
"15910" 4170 35
"4771" 1258 5
"17100" 4509 12
"15386" 4030 9
"6925" 1804 45
"9881" 2592 56
"6326" 1656 32
"16504" 4347 13
"9571" 2505 45
"14238" 3723 6
"10165" 2656 55
"7132" 1858 62
"6881" 1793 27
"5340" 1415 60
"16464" 4336 7
"9253" 2432 40
"363" 89 13
"8184" 2159 29
"14065" 3680 11
"16594" 4379 17
"4703" 1243 56
"9376" 2465 8
"16359" 4302 60
"8571" 2261 3
"15645" 4102 14
"11122" 2898 59
"9738" 2552 24
"14762" 3861 14
"4578" 1211 28
"5551" 1465 3
"1489" 375 30
"5702" 1508 37
"16073" 4216 17
"4424" 1173 26
"1969" 512 17
"10256" 2680 19
"2933" 775 56
"15493" 4060 24
"5609" 1480 41
"8988" 2373 39
"3245" 854 19
"11080" 2886 37
"14163" 3702 60
"999" 263 56
"2145" 562 8
"4301" 1142 59
"7449" 1945 43
"11152" 2904 64
"6746" 1753 15
"15889" 4164 31
"4567" 1208 17
"442" 114 17
"5802" 1530 54
"14519" 3798 60
"7081" 1840 23
"9024" 2381 37
"3448" 908 23
"485" 126 25
"12667" 3298 13
"16747" 4420 47
"9984" 2622 11
"11002" 2866 46
"4422" 1172 6
"16218" 4258 46
"14792" 3870 12
"15362" 4028 37
"16606" 4384 28
"7260" 1893 6
"1056" 277 7
"4421" 1172 18
"15591" 4085 55
"2261" 592 57
"3930" 1039 61
"4914" 1300 39
"14328" 3749 41
"13556" 3563 46
"7973" 2097 56
"9671" 2536 60
"8166" 2153 45
"10869" 2828 56
"5085" 1347 53
"10375" 2710 43
"4679" 1235 38
"568" 145 4
"10767" 2807 64
"15408" 4037 26
"10313" 2694 19
"15501" 4062 47
"16154" 4238 46
"7778" 2043 56
"12690" 3304 34
"10611" 2775 53
"2271" 594 37
"3898" 1034 17
"1101" 291 39
"5235" 1387 66
"8096" 2132 39
"4099" 1084 13
"3056" 805 37
"7474" 1951 32
"2326" 604 41
"5349" 1418 17
"2159" 566 59
"5315" 1409 6
"5209" 1377 60
"7186" 1874 52
"1343" 339 56
"3715" 983 61
"16369" 4304 54
"9295" 2445 35
"7858" 2067 6
"15178" 3979 41
"16637" 4393 39
"12255" 3187 61
"5663" 1497 17
"7210" 1882 4
"11278" 2933 53
"1745" 447 50
"14800" 3873 56
"9041" 2386 45
"1187" 303 65
"8769" 2313 45
"3674" 971 11
"588" 152 7
"8348" 2197 60
"11447" 2982 56
"16396" 4315 53
"4358" 1153 60
"11997" 3127 59
"864" 222 26
"7350" 1921 15
"9528" 2497 61
"3169" 836 29
"9409" 2469 26
"8323" 2189 15
"15317" 4016 24
"12432" 3232 31
"11882" 3095 2
"11627" 3030 63
"17194" 4537 2
"5275" 1399 58
"15713" 4120 63
"1848" 478 56
"14613" 3816 18
"6784" 1765 60
"4897" 1295 47
"11470" 2987 60
"5246" 1391 51
"16719" 4412 60
"1331" 334 39
"1876" 487 42
"4430" 1175 59
"12049" 3139 60
"5257" 1395 62
"10308" 2693 27
"4757" 1256 43
"2510" 655 6
"748" 194 2
"4472" 1187 2
"1931" 502 60
"2652" 696 41
"12755" 3324 26
"2215" 583 46
"17148" 4521 38
"14727" 3852 6
"10095" 2652 41
"9158" 2414 26
"8100" 2134 28
"14233" 3721 51
"13856" 3643 30
"7163" 1866 63
"8162" 2151 38
"5138" 1364 18
"9213" 2423 26
"3191" 839 44
"5962" 1576 59
"8544" 2253 3
"1359" 343 60
"15718" 4122 40
"9747" 2555 39
"9601" 2515 24
"6098" 1614 39
"69" 20 60
"13298" 3492 32
"6583" 1716 2
"14945" 3910 20
"13652" 3588 24
"6599" 1721 37
"1547" 391 20
"1220" 306 56
"3082" 812 62
"13735" 3609 51
"13761" 3618 59
"9049" 2386 3
"4260" 1127 37
"10940" 2849 62
"16994" 4482 27
"5879" 1549 38
"15600" 4087 3
"9544" 2503 41
"7806" 2052 17
"16903" 4461 36
"5319" 1410 44
"4973" 1320 63
"10851" 2826 21
"16275" 4277 7
"8381" 2204 23
"3210" 844 3
"9708" 2544 56
"15974" 4187 46
"13762" 3618 62
"9124" 2404 2
"16128" 4229 57
"11474" 2987 17
"14858" 3890 37
"14350" 3754 56
"3114" 821 39
"10527" 2748 27
"9710" 2545 46
"13912" 3660 14
"2824" 745 58
"3605" 954 45
"10495" 2738 2
"12721" 3313 26
"436" 112 63
"3639" 962 54
"10535" 2752 56
"8955" 2365 15
"10958" 2853 9
"1377" 347 17
"7540" 1971 39
"7756" 2035 55
"3244" 853 31
"16516" 4351 26
"4814" 1265 37
"17219" 4544 53
"13325" 3501 26
"17099" 4508 13
"11853" 3086 8
"12056" 3140 56
"2939" 777 59
"15830" 4147 62
"15498" 4061 56
"10047" 2639 52
"7711" 2018 39
"3869" 1027 46
"12186" 3170 39
"15807" 4141 39
"3293" 865 56
"2438" 634 17
"9691" 2541 45
"13503" 3548 5
"14135" 3692 39
"13573" 3568 12
"16935" 4469 18
"6945" 1806 54
"14145" 3696 6
"10671" 2788 59
"12415" 3228 64
"3944" 1041 24
"11560" 3009 26
"7051" 1836 41
"11349" 2954 23
"12493" 3251 5
"9784" 2562 28
"11082" 2887 15
"3171" 836 17
"14458" 3782 15
"8836" 2333 2
"15198" 3984 23
"15068" 3945 41
"1372" 346 63
"12170" 3166 39
"2288" 595 17
"3301" 869 23
"8610" 2269 38
"14807" 3875 60
"13769" 3621 59
"217" 57 10
"7459" 1948 17
"905" 237 40
"11092" 2890 56
"10071" 2647 30
"776" 203 56
"14877" 3895 7
"8204" 2161 2
"12485" 3248 56
"13633" 3585 8
"3751" 995 7
"7428" 1941 31
"7473" 1951 17
"10395" 2712 8
"5955" 1574 13
"5215" 1380 17
"8191" 2159 7
"15604" 4089 35
"1642" 415 56
"4998" 1324 60
"10050" 2639 16
"2515" 658 60
"1399" 353 12
"7406" 1935 15
"15730" 4125 8
"5431" 1438 57
"5330" 1414 13
"567" 144 17
"11668" 3039 60
"12084" 3148 17
"13333" 3505 53
"14481" 3787 53
"16077" 4217 55
"13285" 3487 45
"9098" 2397 11
"13673" 3592 56
"7555" 1977 7
"12435" 3232 8
"14642" 3824 29
"12740" 3319 55
"11533" 3004 57
"6581" 1715 4
"7660" 2006 40
"10947" 2851 45
"13767" 3620 2
